task,vri_id,mitypeTitle,mitypeNumber,mitypeType,mit_id,mi_number,mi_modification,mi_manufactureYear,mi_Owner_name,org_title,fsa_ral_regNumbers_regNumber,vriType,result_doc_type,result_docnum,additional_info,mitypeURL,query_meta,org_title_norm,owner_norm,mitypeTitle_norm
tsagi_manometers,509271320,Маном...,55984-13,серии 2,368622,5402VIWP,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271321,Маном...,55984-13,серии 2,368622,54025XH3,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271322,Маном...,55984-13,серии 2,368622,5402VG02,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271323,Маном...,55984-13,серии 2,368622,5402V2DU,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271324,Маном...,55984-13,серии 2,368622,5402V6EV,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271325,Маном...,55984-13,серии 2,368622,54130...,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271326,Маном...,55984-13,серии 2,368622,54026GA,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271327,Маном...,55984-13,серии 2,368622,5402V2DP,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271328,Маном...,55984-13,серии 2,368622,5402VIFN,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271329,Маном...,55984-13,серии 2,368622,540152DP,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
tsagi_manometers,509271330,Маном...,55984-13,серии 2,368622,5402VG4L,213.5...,,,ФЕДЕР...,РОСС ...,Периодическая,Извещение о непригодности,C-АОЛ...,,https://fgis.gost.ru/fundmetrology/registry/4/items/368622,"{'org_title': 'ЦАГИ', 'mitypeTitle': 'манометр', 'poverka_verification_year': '2026'}",ФЕДЕР...,,Маном...
